ticker,field,value
CRM UN,CIE_DES,"Salesforce, Inc. operates as a cloud-based software company. The Company develops customer relationship management software and applications focused on sales, customer service, marketing automation, analytics, and application development. Salesforce serves customers worldwide."
CRUS UW,CIE_DES,"Cirrus Logic, Inc. is a fabless semiconductor company. The Company develops audio and voice IC and software solutions for mobile communications, automotive entertainment, and consumer audio applications. Cirrus Logic is headquartered in Austin, Texas."
CRWD UW,CIE_DES,"CrowdStrike Holdings, Inc. provides cybersecurity products and services to stop breaches. The Company offers cloud-delivered protection across endpoints, cloud workloads, identity and data, and leading threat intelligence, managed security services, IT operations management, threat hunting, Zero Trust identity protection, and log management. CrowdStrike serves customers worldwide."
CSCO UW,CIE_DES,"Cisco Systems, Inc. provides information technology and networking services. The Company offers enterprise network security, software development, data collaboration, cloud computing, and other related services. Cisco Systems serves customers in the United States."
CSGP UW,CIE_DES,"CoStar Group, Inc. provides commercial real estate information, analytics, and online marketplaces. The Company offers CRE research and real-time data, mobile and online real estate marketplace, rental home, and comparative analytics to the hotel industry. CoStar Group serves customers in the United States."
CSL UN,CIE_DES,"Carlisle Companies Incorporated manufactures and distributes construction materials, transportation products, and general industry products. The Company manufactures a variety of products for the roofing, real estate, construction, trucking, food-service, aircraft manufacturing, lawn and garden, and other industries."
CSX UW,CIE_DES,"CSX Corporation is an international freight transportation company. The Company provides rail, intermodal, domestic container-shipping, barging, and contract logistics services around the world. CSX's rail transportation services are provided principally throughout the eastern United States."
CTAS UW,CIE_DES,"Cintas Corporation designs, manufactures, and implements corporate identity uniform programs. The Company also provides entrance mats, restroom supplies, promotional products, document management, fire protection, and first aid and safety services."
CTLT UN,CIE_DES,"Catalent, Inc. provides delivery technologies and development solutions for drugs, biologics, and consumer health products. The Company's oral, injectable, and respiratory delivery technologies address the diversity of the pharmaceutical industry including small molecules, large molecule biologics, and consumer health products."
AEE UN,CIE_DES,"Ameren Corporation is a public utility holding company. The Company, through its subsidiaries, generates electricity, delivers electricity, and distributes natural gas to customers in Missouri and Illinois."
AEP UW,CIE_DES,"American Electric Power Company, Inc. (AEP) operates as a public utility holding company. The Company generates, transmits, distributes, and sells electricity to residential and commercial customers. AEP serves customers in the United States."
AES UN,CIE_DES,"The AES Corporation is an electric power distribution company. The Company acquires, develops, owns, and operates renewable energy power plants. AES serves customers globally."
AFG UN,CIE_DES,"American Financial Group, Inc. provides multi-line property and casualty insurance. The Company also sells tax-deferred annuities and certain life and supplemental health insurance products. American Financial operates in the United States."
AFL UN,CIE_DES,"Aflac, Inc. is a general business holding company. The Company, through its subsidiaries, provides supplemental insurance to individuals in the United States and Japan. Aflac's products include accident and disability, cancer expense, short-term disability, sickness and hospital indemnity, hospital intensive care, and fixed-benefit dental plans."
AFRM UW,CIE_DES,"Affirm Holdings, Inc. is a financial technology company. The Company builds platform for digital and mobile-first commerce. Affirm Holdings offers financial services tool that allows consumers to purchase goods and services. Affirm Holdings serves customers worldwide."
AGCO UN,CIE_DES,"AGCO Corporation manufactures and distributes agricultural equipment. The Company sells a wide range of agricultural equipment and related replacement parts, including tractors, combines, hay tools, sprayers, and forage equipment. AGCO serves customers worldwide."
AGL UN,CIE_DES,"agilon health, Inc. provides healthcare services. The Company focuses on transforming health care for seniors by empowering primary-care physicians to be the agents for a change in communities through a long-term partnership model with existing physician groups and a growing network of like-minded physicians. agilon health serves patients and healthcare professionals in the United States."
AGNC UW,CIE_DES,AGNC Investment Corp. is an internally-managed real estate investment trust. The Company invests primarily in residential mortgage-backed securities for which the principal and interest payments are guaranteed by a US government and agency. AGNC Investment serves customers in the United States.
AGO UN,CIE_DES,"Assured Guaranty Ltd. provides financial guaranty insurance and reinsurance coverage. The Company offers products include guaranties for municipal, structured, and infrastructure finance. Assured Guaranty serves customers worldwide."
CHPT UN,CIE_DES,"ChargePoint Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides electric vehicle charging solutions which enables the electrification of mobility for all people and goods. ChargePoint Holdings serves customers in the North America and Europe."
CHRW UW,CIE_DES,"C.H. Robinson Worldwide, Inc. operates as a logistics company. The Company freight, supply chain, and logistics services. C.H. Robinson Worldwide serves clients worldwide."
CHTR UW,CIE_DES,"Charter Communications, Inc. operates as a cable telecommunications company. The Company offers cable broadcasting, internet, voice, and mass media services. Charter Communications serves customers in the United States."
CI UN,CIE_DES,"The Cigna Group operates as an insurance company. The Company offers life, accident, disability, supplemental, medicare, and dental insurance products and services. The Cigna Group serves individuals, families, and businesses worldwide."
CIEN UN,CIE_DES,"Ciena Corporation develops and markets communications network platforms, software, and offers professional services. The Company's broadband access, data and optical networking platforms, software tools, and global network services support worldwide telecom and cable/MSO services providers, and enterprise and government networks."
CINF UW,CIE_DES,"Cincinnati Financial Corporation, through its subsidiaries, offers property and casualty and life insurance. The Company markets a variety of insurance products and provides leasing and financing services."
CL UN,CIE_DES,"Colgate-Palmolive Company is a consumer products company that markets its products throughout the world. The Company's products include toothpaste, toothbrushes, shampoos, deodorants, bar and liquid soaps, dishwashing liquid, and laundry products, as well as pet nutrition products for cats and dogs."
CLF UN,CIE_DES,"Cleveland-Cliffs Inc. manufactures custom-made pellets and hot briquetted iron (HBI); flat-rolled carbon steel, stainless, electrical, plate, tinplate and long steel products; as well as carbon and stainless steel tubing, hot and cold stamping and tooling.  The Company is headquartered in Cleveland, Ohio with employees spanning across the US and Canada."
CLH UN,CIE_DES,"Clean Harbors, Inc. provides a variety of environmental remediation and industrial waste management services to customers in the United States and Puerto Rico. The Company's services include treatment and disposal of hazardous and non-hazardous solid and liquid waste, surface remediation, groundwater restoration, and waste packaging, as well as analytical testing and consulting."
CLVT UN,CIE_DES,"Clarivate PLC is a provider of proprietary and comprehensive information, analytics, professional services, and workflow solutions. The Company offers scientific and academic research, biopharma, medtech, IP intelligence, consulting, and data products and services. Clarivate serves customers worldwide."
AGR UN,CIE_DES,"Avangrid, Inc. operates as an energy services holding company. The Company engages in the regulated energy transmission and distribution business through wind and solar power, as well as natural gas utilities. Avangrid serves customers in the United States."
AIG UN,CIE_DES,"American International Group, Inc. is an international insurance organization serving commercial, institutional and individual customers. AIG provides property-casualty insurance, life insurance, and retirement services."
AIRC UN,CIE_DES,Apartment Income REIT Corp. operates as a real estate investment trust. The Company invests in stabilized apartment communities. Apartment Income REIT serves clients in the United States.
AIZ UN,CIE_DES,"Assurant, Inc. provides housing and lifestyle solutions that supports, protects, and connects major consumer purchases. The Company offers mobile device solutions, extended service contracts, and vehicle protection, as well as pre-funded funeral, renters, and lender-placed homeowners insurance. Assurant serves customers worldwide."
AJG UN,CIE_DES,"Arthur J. Gallagher & Co. and its subsidiaries provide insurance brokerage, risk management, employee benefit, and other related services to clients in the United States and abroad. The Company's principal activity is the negotiation and placement of insurance for its clients. Gallagher also specializes in furnishing risk management services."
AKAM UW,CIE_DES,"Akamai Technologies, Inc. provides services for accelerating and improving the delivery of content and applications over the internet, ranging from live and on-demand streaming video capabilities to conventional content on websites, to tools that help people transact business and reach out to new and existing customers."
AL UN,CIE_DES,"Air Lease Corporation operates an aircraft leasing company. The Company purchases, sales, and leases commercial aircrafts. Air Lease serves clients worldwide."
ALB UN,CIE_DES,"Albemarle Corporation produces specialty chemicals. The Company offers plastics, polymers, and elastomers, as well as cleaning products, agricultural compounds, pharmaceuticals, photographic chemicals, drilling compounds, and biocides. Albemarle focuses on lithium, bromine, refining catalysts, and applied surface treatment. Albemarle markets its products globally."
ALGM UW,CIE_DES,"Allegro Microsystems, Inc. develops advanced semiconductor devices. The Company provides power and sensing solutions for motion control. Allegro Microsystems serves customers worldwide."
ALGN UW,CIE_DES,"Align Technology, Inc. is a global medical device company. The Company designs, manufactures, and markets clear aligners and intraoral scanners for dentistry, as well as computer-aided design and manufacturing software for dental laboratories and dental practitioners. Align Technology serves customers worldwide."
CNP UN,CIE_DES,"CenterPoint Energy, Inc. is a public utility holding company. The Company, through its subsidiaries, conducts activities in electricity transmission and distribution, natural gas distribution, interstate pipeline and gathering operations, and power generation."
CNXC UW,CIE_DES,Concentrix Corporation provides technology infused solutions. The Company offers digital customer experience (CX) solutions. Concentrix serves customers in the United States.
COF UN,CIE_DES,"Capital One Financial Corporation provides commercial banking services. The Bank accepts deposits and offers personal credit cards, investment products, loans, and online banking services. Capital One serves customers in the State of Virginia."
COHR UN,CIE_DES,"Coherent Corp. designs engineered materials and optoelectronic components. The Company offers products to industrial, optical communications, military, life sciences, semiconductor equipment, and consumer markets. Coherent also manufactures semiconductor lasers and optics for high power industrial lasers, optical communications systems, datacenter connectivity, and 3D sensing."
COIN UW,CIE_DES,"Coinbase Global, Inc. provides financial solutions. The Company offers platform to buy and sell cryptocurrencies. Coinbase Global serves clients worldwide."
COLB UW,CIE_DES,"Columbia Banking System, Inc. is the holding company for Columbia Bank, a full service commercial bank. The Bank serves small and medium-sized businesses, professionals, and other individuals through office in the Tacoma metropolitan area and contiguous parts of the Puget Sound region of Washington, as well as the Longview and Woodland communities in southwestern Washington."
COLD UN,CIE_DES,"Americold Realty Trust, Inc. provides temperature-controlled food distribution services. The Company offers warehousing, consolidation programs, shipment management, multi-vendor consoldiation, and logistics solutions. Americold Realty Trust serves food producers, processors, distributors, wholesalers, retailers, and restaurants worldwide."
COLM UW,CIE_DES,"Columbia Sportswear Company designs, manufactures, markets, and distributes active outdoor apparels. The Company offers jackets, rainwear, golf apparels, bottoms, bags, coolers, hats, sunglasses, and footwear products. Columbia Sportswear serves customers worldwide."
COO UN,CIE_DES,"The Cooper Companies, Inc. through its subsidiaries, develops, manufactures, and markets specialty healthcare products. The Company's products include contact lenses for the vision care market and diagnostic products, surgical instruments, and accessories for gynecologists and obstetricians."
COP UN,CIE_DES,"ConocoPhillips explores for, produces, transports, and markets crude oil, natural gas, natural gas liquids, liquefied natural gas, and bitumen on a worldwide basis."
COST UW,CIE_DES,"Costco Wholesale Corporation is a membership warehouse club The Company sells all kinds of food, automotive supplies, toys, hardware, sporting goods, jewelry, electronics, apparel, health, and beauty aids, as well as other goods. Costco Wholesale serves customers worldwide."
COTY UN,CIE_DES,"Coty Inc. manufactures and distributes beauty products. The Company offers fragrances, color cosmetics, hygiene, sun care, and skin treatment products. Coty supplies its products to department stores, specialty retailers, mass-market retailers, and duty free shops in airports worldwide."
CPA UN,CIE_DES,"Copa Holdings SA provides international airline passenger and cargo service. The Company provides scheduled flights to countries in North, Central and South America and the Caribbean. The Company also has codeshare arrangements with Continental Airlines."
CPB UN,CIE_DES,"Campbell Soup Company, with its subsidiaries, manufactures and markets branded convenience food products. The Company's core divisions include soups and sauces, biscuits and confectionery, and foodservice. Campbell's distributes its products worldwide."
CPRI UN,CIE_DES,"Capri Holdings Limited retails apparel. The Company offers fashion luxury women's and men's accessories, footwear, apparel, watches, jewelry, eyewear, and fragrance products, as well as provides delivery services. Capri Holdings serves customers worldwide."
CPRT UW,CIE_DES,"Copart, Inc. provides vehicle suppliers, primarily insurance companies, with a variety of services to process and sell salvage vehicles through auctions. The Company offers salvaged vehicles that are primarily sold to licensed dismantlers, rebuilders, and used vehicle dealers. Copart serves customers worldwide."
CPT UN,CIE_DES,Camden Property Trust is a self-administered and self-managed real estate investment trust. The Company owns and operates multifamily apartment communities. Camden Property Trust serves customers in the United States.
CR UN,CIE_DES,"Crane Company operates as a diversified manufacturer of engineered industrial products. The Company designs and manufactures engineered industrial products under aerospace and electronics, process flow technologies, payment and merchandising, and engineered materials business segments. Crane serves the oil and gas, chemical, pharmaceutical, and transportation industries worldwide."
CRBG UN,CIE_DES,"Corebridge Financial, Inc. operates as a life and annuity company. The Company offers retirement solutions and insurance products. Corebridge Financial serves customers worldwide."
CRI UN,CIE_DES,"Carter's, Inc. markets baby and young children's apparel. The Company offers brands to national department stores, chain and specialty stores, discount retailers, and its own retail shops. Carter's serves customers in the United States."
FCX UN,CIE_DES,"Freeport-McMoRan Inc. is an international natural resources company. The Company operates large, long-lived, geographically diverse assets with significant reserves of copper, gold, molybdenum, cobalt, oil, and gas."
FDS UN,CIE_DES,"FactSet Research Systems Inc. supplies global economic and financial data to analysts, investment bankers, and other financial professionals. The Company combines databases from multiple suppliers into a single online source of information and analytics, including fundamental data."
FDX UN,CIE_DES,"FedEx Corporation delivers packages and freight to multiple countries and territories through an integrated global network. The Company provides worldwide express and freight delivery, ground small-parcels, less-than-truckload, supply chain management, customs brokerage services, trade facilitation, and electronic commerce solutions."
FE UN,CIE_DES,"FirstEnergy Corp. operates as a public utility holding company. The Company, through its subsidiaries, generates, transmits, and distributes electricity, as well as offers exploration, production, and distribution of natural gas. FirstEnergy provides energy management and other energy related services."
FFIV UW,CIE_DES,"F5, Inc. provides integrated internet traffic management solutions. The Company offers software-based solutions, as well as manage, control, and optimize internet traffic and content. F5 also offers solutions automatically deliver internet content for service providers and e-businesses. F5 serves customers worldwide."
FG UN,CIE_DES,"F&G Annuities & Life, Inc. operates as an insurance company. The Company offers life insurance and annuity solutions, as well as title insurance and settlement services. F&G Annuities & Life serves customers in the United States."
FHB UW,CIE_DES,"First Hawaiian, Inc. operates as a bank holding company. The Company, through its subsidiaries, offers banking products and services such as savings accounts, personal and business loans, debit and credit cards, line of credit, certificate of deposits, mortgages, wealth management, insurance, online banking, and retirement plans."
FHN UN,CIE_DES,"First Horizon Corporation provides financial services. The Company offers commercial banking services, as well as mortgage banking, capital markets, and transaction processing solutions. First Horizon serves customers worldwide."
FICO UN,CIE_DES,"Fair Isaac Corporation provides analytics software, solutions, and services. The Company offers tools used to manage risk, fight fraud, build more profitable customer relationships, optimize operations, and meet strict government regulations. Fair Isaac  serves banks, collection agencies, energy, government, insurance, health care, and transportation industries worldwide."
FIS UN,CIE_DES,"Fidelity National Information Services, Inc. is a payment services provider. The Company provides credit and debit card processing, electronic banking services, check risk management, check cashing, and merchant card processing services to financial institutions and merchants."
ETSY UW,CIE_DES,"Etsy, Inc. provides e-commerce services. The Company offers handmade and vintage items, art, and supplies, as well as regular items such as clothing, housewares, paper goods, candles, bags and purses, music, and wood working items. Etsy serves customers worldwide."
EVA UN,CIE_DES,Enviva Inc. manufactures processed biomass fuel. The Company offers wood chips and wood pellets to power generation and industrial customers. Enviva serves customers in the United States and Europe.
EVR UN,CIE_DES,"Evercore Inc. operates as an investment banking company. The Company provides advisory services to multinational corporations on mergers, acquisitions, divestiture, restructuring, and other corporate transactions. Evercore also offers investment management, independent fiduciary, and trustee services to institutional investors, financial sponsors, and individuals worldwide."
EVRG UW,CIE_DES,"Evergy, Inc. provides electricity generation, transmission, and distribution services. The Company offers its services in the United States."
EW UN,CIE_DES,"Edwards Lifesciences Corporation designs, develops, manufactures, and markets products and services to treat late-stage cardiovascular disease. The Company offers products such as tissue replacement heart valves, heart valve repair, hemodynamic monitoring devices, angioscopy equipment, oxygenators, and pharmaceuticals. Edwards Lifesciences supplies its products worldwide."
EWBC UW,CIE_DES,"East West Bancorp, Inc. is the holding company for East-West Bank. The Bank is a commercial bank specializing in commercial, construction, and real estate lending, as well as financing international trade. East-West operates throughout Los Angeles, Orange, San Francisco, and Santa Clara counties."
EXAS UR,CIE_DES,"Exact Sciences Corp., is focused on developing and commercializing a non-invasive molecular screening test for the early detection and prevention of colorectal cancer. The Company's test is a stool-based DNA test that identifies both pre-cancer and cancer by detecting genetic mutations in colorectal cancer cells."
EXC UW,CIE_DES,"Exelon Corporation is a utility services holding company. The Company, through its subsidiaries, distributes electricity to customers in Illinois and Pennsylvania. Exelon also distributes gas to customers in the Philadelphia area as well as operates nuclear power plants in states that include Pennsylvania and New Jersey."
EXEL UW,CIE_DES,"Exelixis, Inc. operates as a development-stage biotechnology company focuses on discovery and development of small-molecule therapeutics for the treatment of cancer and other serious diseases. The Company offers medicines to treat and defeat kidney and thyroid cancer and advanced melanoma. Exelixis develops strategic alliances with pharmaceutical and biotechnology companies."
EXP UN,CIE_DES,"Eagle Materials Inc. manufactures and distributes cement, gypsum wallboard, recycled paperboard, and concrete and aggregates. The Company's products are used in the construction of homes, commercial and industrial buildings, and governmental buildings across the United States."
GGG UN,CIE_DES,"Graco Inc. supplies technology for the management of fluids in both industrial and commercial applications. The Company designs, manufactures, and markets systems to move, measure, control, dispense, and apply fluid materials. Graco's products are used for applying paints and coatings, high-pressure cleaning of equipment, and lubricating and maintaining vehicles, and other equipment."
GH UW,CIE_DES,"Guardant Health, Inc. operates as a biotechnology company. The Company provides sequencing and cell diagnostics services for the cancer patients. Guardant Health serves patients worldwide."
GILD UW,CIE_DES,"Gilead Sciences, Inc. is a research-based biopharmaceutical company that discovers, develops, and commercializes therapeutics to advance the care of patients suffering from life-threatening diseases. The Company primary areas of focus include HIV, AIDS, liver disease, and serious cardiovascular and respiratory conditions."
GIS UN,CIE_DES,"General Mills, Inc. operates as a food company. The Company manufactures and markets branded consumer foods. General Mills serves customers worldwide."
GL UN,CIE_DES,"Globe Life Inc. operates as an insurance company. The Company offers term, whole, and children's life insurance, as well as accidental benefits, mortgage protection, and medicare supplement plans. Globe Life operates in the State of Texas."
GLOB UN,CIE_DES,"Globant S.A. is a software solutions company. The Company provides engineering, design, and innovation services for clients throughout North America and Europe."
GLPI UW,CIE_DES,"Gaming and Leisure Properties, Inc. owns and leases casinos and other entertainment facilities."
GLW UN,CIE_DES,"Corning Incorporated is a global technology-based company. The Company produces optical fiber, cable, and photonic components for the telecommunications industry, as well as manufactures glass panels, funnels, liquid crystal display glass, and projection video lens assemblies for the information display industry."
GM UN,CIE_DES,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts. The Company offers vehicle protection, parts, accessories, maintenance, satellite radio, and automotive financing services. General Motors provides its vehicles and services worldwide."
GME UN,CIE_DES,"GameStop Corporation operates specialty electronic game and PC entertainment software stores. The Company stores sell new and used video game hardware and software, as well as accessories. GameStop serves customers worldwide."
IDA UN,CIE_DES,"IDACORP, Inc. operates as a holding company. The Company, through its subsidiaries, generates, purchases, transmits, distributes, and sells electric energy in southern Idaho, eastern Oregon, northern Nevada, and Wyoming. IDACORP maintains electricity and natural gas marketing operations, as well as manages affordable housing projects and other real estate investments."
IDXX UW,CIE_DES,"IDEXX Laboratories, Inc. provides diagnostic, detection, and information systems for veterinary, food, and water testing applications. The Company also operates an international network of veterinary reference laboratories. IDEXX offers its products to customers worldwide."
IEX UN,CIE_DES,"IDEX Corporation designs, manufactures, and markets pump and dispensing equipment and other engineered products. The Company offers products including industrial pumps, lubrication systems, banding and clamping devices, and rescue tools. IDEX serves customers worldwide."
IFF UN,CIE_DES,"International Flavors & Fragrances Inc. creates, manufactures, and supplies flavors and fragrances for the food, beverage, personal care, and household products industries. The Company's flavors and fragrances are individual ingredients and compounds of a large number of ingredients that are blended, mixed, and reacted together to produce proprietary formulas."
ILMN UW,CIE_DES,"Illumina, Inc. develops, manufactures and markets integrated systems for the large scale analysis of genetic variation and biological function. The Company provides a comprehensive line of products and services that currently serve the sequencing, genotyping and gene expression markets for genomic research centers, pharmaceutical companies, academic institutions and biotechnology companies."
INCY UW,CIE_DES,"Incyte Corporation is a biopharmaceutical company. The Company discovers, develops, and commercializes proprietary small molecule drugs, primarily used in oncology."
INFA UN,CIE_DES,"Informatica Inc. provides software solutions. The Company offers an end-to-end data management platform that connects, manages, and unifies data across any multi-cloud, hybrid system, empowering enterprises to modernize and advance their data strategies. Informatica serves customers worldwide."
INGR UN,CIE_DES,"Ingredion Incorporated refines corn and produces sweeteners and starches. The Company offers wide range of industries, including the food, soft drink, brewing, pharmaceutical, corrugating, paper, and textile industries. Ingredion has Company-owned operations, joint ventures, alliances, and technical licenses worldwide."
INTC UW,CIE_DES,"Intel Corporation designs, manufactures, and sells computer components and related products. The Company major products include microprocessors, chipsets, embedded processors and microcontrollers, flash memory, graphic, network and communication, systems management software, conferencing, and digital imaging products."
INTU UW,CIE_DES,"Intuit Inc. develops and markets business and financial management software solutions for small and medium sized businesses, financial institutions, consumers, and accounting professionals. The Company provides business management and payroll processing, personal finance, and tax preparation and filing software solutions. Intuit serves customers worldwide."
GRMN UN,CIE_DES,"Garmin Ltd. provides navigation, communications, and information devices. The Company designs, develops, manufactures, and markets hand-held, portable, and fixed mount GPS-enabled products. Garmin serves automotive, aviation, marine, outdoor, and fitness markets worldwide."
GS UN,CIE_DES,"The Goldman Sachs Group, Inc., a bank holding company, is a global investment banking and securities firm specializing in investment banking, trading and principal investments, asset management and securities services. The Company provides services to corporations, financial institutions, governments, and high-net worth individuals."
GTES UN,CIE_DES,"Gates Industrial Corporation plc designs and manufactures power transmission equipment. The Company offers water pumps, thermoplastics polyurethane belts, hydraulic tubing, and thermostats equipment to the construction, agricultural, automotive, transportation, and general industrial sectors. Gates Industrial serves customers globally."
GWRE UN,CIE_DES,"Guidewire Software Inc. develops and publishes enterprise software for the property and casualty insurance industry. The Company's software supports the workflow, collaboration with external partners, and rule-based decision-making that characterize modern underwriting and claims operations. Guidewire Software serves customers in the United States."
GWW UN,CIE_DES,"W.W. Grainger, Inc. distributes maintenance, repair, and operating supplies, and related information to the commercial, industrial, contractor, and institutional markets in North America. The Company's products include motors, HVAC equipment, lighting, hand and power tools, pumps, packaging, material handling, adhesives, safety, janitorial, electrical, and metalworking equipment."
GXO UN,CIE_DES,"GXO Logistics, Inc. operates as a contract logistics provider. The Company solves complex logistics challenges for its blue-chip customers with technologically advanced supply chain solutions, at scale, with speed. GXO Logistics serves clients worldwide."
H UN,CIE_DES,"Hyatt Hotels Corporation operates as a hospitality company. The Company manages, franchises, owns, and develops branded hotels, resorts, and residential and vacation ownership properties. Hyatt Hotels serves customers worldwide."
HAL UN,CIE_DES,"Halliburton Company provides energy and engineering and construction services, as well as manufactures products for the energy industry. The Company offers services and products and integrated solutions to customers in the exploration, development, and production of oil and natural gas."
HAS UW,CIE_DES,"Hasbro, Inc. designs, manufactures, and markets toys, games, interactive software, puzzles, and infant products. The Company's products include a variety of games, including traditional board, card, hand-held electronic, trading card, role-playing, and DVD games, as well as electronic learning aids and puzzles. Hasbro serves customers in the United States."
HAYW UN,CIE_DES,"Hayward Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, designs, markets, and manufactures residential pool equipment including pumps, filters, heaters, heat pumps, cleaners, electronic control systems, lighting, safety equipment, flow control products, industrial flow control valves, and components. Hayward Holdings serves customers worldwide."
FNF UN,CIE_DES,"Fidelity National Financial, Inc. provides title insurance, technology, and transaction services to the real estate and mortgage industries."
FOUR UN,CIE_DES,"Shift4 Payments, Inc. provides payment processing solutions. The Company offers software for transaction and money transfer activities. Shift4 Payments serves customers in the United States."
FOX UW,CIE_DES,"Fox Corporation operates as an entertainment company. The Company produces and licenses news, sports, and entertainment content for distribution through cable television systems, direct broadcast satellite operators, telecommunications companies, and online video distributors. Fox also manages broadcast studios, theaters, editing bays, sound stages, and other production facilities."
FOXA UW,CIE_DES,"Fox Corporation operates as an entertainment company. The Company produces and licenses news, sports, and entertainment content for distribution through cable television systems, direct broadcast satellite operators, telecommunications companies, and online video distributors. Fox also manages broadcast studios, theaters, editing bays, sound stages, and other production facilities."
FR UN,CIE_DES,"First Industrial Realty Trust, Inc. is a self-administered and fully integrated real estate investment trust which owns, manages, acquires, and develops bulk warehouses and light industrial properties. The Company's interests in its properties are held through various partnerships controlled by the company."
FRPT UQ,CIE_DES,"Freshpet, Inc. provides fresh, natural food choices to help improve the lives of dogs and cats. The Company also owns and operates Freshpet Kitchens and Freshpet Fridges. Freshpet retailers are located across North America."
FRT UN,CIE_DES,"Federal Realty Investment Trust is a self-administered real estate investment trust. The Company specializes in the ownership, management, development, and redevelopment of prime community and neighborhood shopping centers. Federal Realty Investment Trust serves customers in the United States."
FSLR UW,CIE_DES,"First Solar, Inc. designs and manufactures solar modules. The Company uses a thin film semiconductor technology to manufacture electricity-producing solar modules."
FTNT UW,CIE_DES,"Fortinet, Inc. provides network security solutions. The Company offers network security appliances, software, and subscription services. Fortinet systems integrate the industry's broadest suite of security technologies, including firewall, VPN, antivirus, intrusion prevention (IPS), web filtering, antispam, and traffic shaping."
FTV UN,CIE_DES,"Fortive Corporation operates as a diversified industrial growth company. The Company focuses on professional instrumentation, automation, sensing, and transportation technologies. Fortive serves customers worldwide."
HUN UN,CIE_DES,"Huntsman Corporation is a global manufacturer and marketer of differentiated and specialty chemicals. The Company offers MDI formulations and systems, advanced epoxy, acrylic and polyurethane-based formulations, maleic anhydride, surfactants, amines, textile chemicals and dyes, and wide variety of other chemicals."
HWM UN,CIE_DES,"Howmet Aerospace Inc. provides engineered metal products. The Company offers engines, fasteners, and structures, as well as forged wheels. Howmet Aerospace serves the aerospace and commercial transportation industries."
HXL UN,CIE_DES,"Hexcel Corporation develops, manufactures, and markets reinforcement products, composite materials, and engineered products. The Company's products are used in the commercial aerospace, space and defense, electronics, general industrial, and recreation markets for a variety of end products. Hexcel operates around the world."
HZNP UW,CIE_DES,"Horizon Therapeutics Public Limited Company is a biotechnology company. The Company focuses on the discovery, development, and commercialization of medicines that address critical needs for people impacted by rare, autoimmune, and severe inflammatory diseases. Horizon Therapeutics serves patients worldwide."
IAC UW,CIE_DES,"IAC Inc operates as a holding company. The Company, through its subsidiaries, provides media and Internet services. IAC serves customers worldwide."
IART UW,CIE_DES,"Integra LifeSciences Holdings Corporation operates as a holding company. The Company, through its subsidiaries, provides solutions in orthopedic surgery, neurosurgery, and reconstructive and general surgery, as well as products include devices and implants for foot and ankle, hand and wrist, and wound repair. Integra LifeSciences Holdings serves customers in the United States."
IBKR UW,CIE_DES,"Interactive Brokers Group, Inc. is an automated electronic broker. The Company specializes in executing and clearing trades in stocks, options, futures, foreign exchange instruments, bonds, mutual funds, and exchange-traded funds, as well as offers custody, prime brokerage, securities, and margin lending services. Interactive Brokers Group serves customers globally."
IBM UN,CIE_DES,"International Business Machines Corporation (IBM) provides computer solutions. The Company offers application, technology consulting and support, process design and operations, cloud, digital workplace, and network services, as well as business resiliency, strategy, and design solutions. IBM serves clients worldwide."
ICE UN,CIE_DES,"Intercontinental Exchange, Inc. operates global commodity and financial products marketplaces. The Company operates electronic energy markets and soft commodity exchanges as well. ICE offers access to contracts based on crude oil and refined products, natural gas, power and emissions, as well as agricultural commodities including cocoa, coffee, cotton, orange juice, and sugar."
ICUI UW,CIE_DES,"ICU Medical, Inc. develops, manufactures, and sells disposable medical connection systems for use in intravenous (IV) therapy applications. The Company's products are designed to prevent accidental disconnection of IV lines and to protect healthcare workers and their patients from the spread of infectious disease such as Hepatitis B and Human Immunodeficiency Virus (HIV)."
EXPD UW,CIE_DES,"Expeditors International of Washington, Inc. is a global logistics company. The Company provides air and ocean freight forwarding, vendor consolidation, customs clearance, marine insurance, distribution, and other international logistics services."
EXPE UW,CIE_DES,"Expedia Group, Inc. provides online travel services for leisure and small business travelers. The Company offers a wide range of travel shopping and reservation services, as well as provides real-time access to schedule, pricing, and availability information for airlines, hotels, and car rental companies. Expedia Group serves customers worldwide."
EXR UN,CIE_DES,"Extra Space Storage Inc. operates as a fully integrated, self-administered, and self-managed real estate investment trust. The Company owns, operates, acquires, develops, and redevelops professionally managed self-storage properties. Extra Space Storage serves customers in the United States."
F UN,CIE_DES,"Ford Motor Company designs, manufactures, and services cars and trucks. The Company also provides vehicle-related financing, leasing, and insurance through its subsidiary."
FAF UN,CIE_DES,"First American Financial Corporation provides insurance services. The Company offers title, lenders, and property and casualty insurance, as well as foreclosure, asset disposition, commercial due diligence, and trustee services. First American Financial serves individuals and businesses in the United States."
FANG UW,CIE_DES,"Diamondback Energy Inc operates as an independent oil and natural gas company currently focused on the acquisition, development, exploration, and exploitation of unconventional, onshore oil, and natural gas reserves in the Permian Basin in West Texas."
